Alabama,, Average Temperature,
200604,Nevada,47.7,-0.4
200605,Nevada,59,4.1
200606,Nevada,68.9,1.9
200607,Nevada,76.2,1.9
200608,Nevada,70.1,-2.1
200609,Nevada,61.5,-2.5
200610,Nevada,49.7,-2.1
200611,Nevada,40.2,-0.4
200612,Nevada,31.1,-1.2
200701,Nevada,27.4,-6.2
200702,Nevada,36.8,1
200703,Nevada,45.9,3.1
200704,Nevada,49.2,1.1
200705,Nevada,58.8,3.9
200706,Nevada,67.6,0.6
200707,Nevada,76.9,2.6
200708,Nevada,72.9,0.7
200709,Nevada,61.4,-2.6
200710,Nevada,49.9,-1.9
200711,Nevada,42.3,1.7
200712,Nevada,29.2,-3.1
200801,Nevada,27.6,-6
200802,Nevada,34.6,-1.2
200803,Nevada,40.2,-2.6
200804,Nevada,45.2,-2.9
200805,Nevada,54.2,-0.7
200806,Nevada,65.4,-1.6
200807,Nevada,74.3,0
200808,Nevada,73.2,1
200809,Nevada,63.9,-0.1
200810,Nevada,52,0.2
200811,Nevada,44.4,3.8
200812,Nevada,30,-2.3
200901,Nevada,34.4,0.8
200902,Nevada,35.3,-0.5
200903,Nevada,40,-2.8
200904,Nevada,46.1,-2
200905,Nevada,60.6,5.7
200906,Nevada,62.4,-4.6
200907,Nevada,74.1,-0.2
200908,Nevada,70.2,-2
200909,Nevada,66.7,2.7
200910,Nevada,47.9,-3.9
200911,Nevada,40.7,0.1
200912,Nevada,26,-6.3
201001,Nevada,32.9,-0.7
201002,Nevada,35.8,0
201003,Nevada,39.9,-2.9
201004,Nevada,44.2,-3.9
201005,Nevada,49.2,-5.7
201006,Nevada,64.8,-2.2
201007,Nevada,74.1,-0.2
201008,Nevada,69.9,-2.3
201009,Nevada,63.9,-0.1
201010,Nevada,52.9,1.1
201011,Nevada,37.4,-3.2
201012,Nevada,35.6,3.3
201101,Nevada,32.9,-0.7
201102,Nevada,32.8,-3
201103,Nevada,40.6,-2.2
201104,Nevada,44.4,-3.7
201105,Nevada,50.8,-4.1
201106,Nevada,62.4,-4.6
201107,Nevada,71.9,-2.4
201108,Nevada,72.5,0.3
201109,Nevada,65.6,1.6
201110,Nevada,52.4,0.6
201111,Nevada,37.6,-3
201112,Nevada,30.9,-1.4
201201,Nevada,35,1.4
201202,Nevada,34.6,-1.2
201203,Nevada,42.4,-0.4
201204,Nevada,49.9,1.8
201205,Nevada,58,3.1
201206,Nevada,66.2,-0.8
201207,Nevada,73.7,-0.6
201208,Nevada,74.2,2
201209,Nevada,66.2,2.2
201210,Nevada,53.4,1.6
201211,Nevada,43.4,2.8
201212,Nevada,31.3,-1
201301,Nevada,26,-7.6
201302,Nevada,33.3,-2.5
201303,Nevada,44.7,1.9
201304,Nevada,48.4,0.3
201305,Nevada,56.5,1.6
201306,Nevada,68.6,1.6
201307,Nevada,76.3,2
201308,Nevada,71.6,-0.6
201309,Nevada,62.5,-1.5
201310,Nevada,48.1,-3.7
201311,Nevada,41.5,0.9
201312,Nevada,28.4,-3.9
201401,Nevada,37.1,3.5
201402,Nevada,39.2,3.4
201403,Nevada,43.4,0.6
201404,Nevada,49,0.9
201405,Nevada,57.4,2.5
201406,Nevada,66.7,-0.3
201407,Nevada,76.1,1.8
201408,Nevada,69.5,-2.7
201409,Nevada,65.5,1.5
201410,Nevada,55.4,3.6
201411,Nevada,41.5,0.9
201412,Nevada,35.6,3.3
201501,Nevada,37.7,4.1
201502,Nevada,42.8,7
201503,Nevada,47.6,4.8
201504,Nevada,47.8,-0.3
201505,Nevada,55.4,0.5
201506,Nevada,71,4
201507,Nevada,70.9,-3.4
201508,Nevada,72.7,0.5
201509,Nevada,65.9,1.9
201510,Nevada,56.2,4.4
201511,Nevada,35.9,-4.7
201512,Nevada,30.8,-1.5
201601,Nevada,31.1,-2.5
201602,Nevada,38,2.2
201603,Nevada,44.2,1.4
201604,Nevada,50.1,2
201605,Nevada,55.1,0.2
201606,Nevada,69.7,2.7
201607,Nevada,73.7,-0.6
201608,Nevada,72.1,-0.1
201609,Nevada,62.3,-1.7
201610,Nevada,53.2,1.4
201611,Nevada,43.2,2.6
201612,Nevada,30.5,-1.8
201701,Nevada,29.1,-4.5
201702,Nevada,38.1,2.3
201703,Nevada,45.7,2.9
201704,Nevada,47.1,-1
201705,Nevada,57.1,2.2
201706,Nevada,68.6,1.6
201707,Nevada,76.2,1.9
201708,Nevada,73.5,1.3
201709,Nevada,61.6,-2.4
201710,Nevada,50.4,-1.4
201711,Nevada,44.4,3.8
201712,Nevada,34.8,2.5
201801,Nevada,38.5,4.9
201802,Nevada,33.7,-2.1
201803,Nevada,39.5,-3.3
201804,Nevada,50,1.9
201805,Nevada,57.7,2.8
201806,Nevada,67.8,0.8
201807,Nevada,77,2.7
201808,Nevada,73.2,1
201809,Nevada,65,1
201810,Nevada,50.3,-1.5
201811,Nevada,39.4,-1.2
201812,Nevada,32,-0.3
201901,Nevada,34.1,0.5
201902,Nevada,30,-5.8
201903,Nevada,40.1,-2.7
201904,Nevada,50.1,2
201905,Nevada,51.7,-3.2
201906,Nevada,64.3,-2.7
201907,Nevada,72.8,-1.5
201908,Nevada,73.1,0.9
201909,Nevada,61.7,-2.3
201910,Nevada,45.6,-6.2
201911,Nevada,41.8,1.2
201912,Nevada,33.2,0.9
202001,Nevada,35.3,1.7
200001,New Hampshire,16.9,-3.3
200002,New Hampshire,22.8,0.7
200003,New Hampshire,35.5,5.5
200004,New Hampshire,41.3,-1.1
200005,New Hampshire,52.7,-2.6
200006,New Hampshire,61.6,-0.6
200007,New Hampshire,63.7,-5.2
200008,New Hampshire,63.7,-2.7
200009,New Hampshire,56.2,-3.6
200010,New Hampshire,46.2,-2
200011,New Hampshire,36.1,0.9
200012,New Hampshire,19.2,-6.9
200101,New Hampshire,18.5,-1.7
200102,New Hampshire,20.8,-1.3
200103,New Hampshire,26.8,-3.2
200104,New Hampshire,40.8,-1.6
200105,New Hampshire,55.2,-0.1
200106,New Hampshire,64.2,2
200107,New Hampshire,64.3,-4.6
200108,New Hampshire,68.6,2.2
200109,New Hampshire,58.3,-1.5
200110,New Hampshire,47.9,-0.3
200111,New Hampshire,38.9,3.7
200112,New Hampshire,30.6,4.5
200201,New Hampshire,26.6,6.4
200202,New Hampshire,25,2.9
200203,New Hampshire,30.9,0.9
200204,New Hampshire,44,1.6
200205,New Hampshire,50.6,-4.7
200206,New Hampshire,60.6,-1.6
200207,New Hampshire,67.5,-1.4
200208,New Hampshire,68.3,1.9
200209,New Hampshire,61.2,1.4
200210,New Hampshire,43.7,-4.5
200211,New Hampshire,33.3,-1.9
200212,New Hampshire,22.7,-3.4
200301,New Hampshire,11.5,-8.7
200302,New Hampshire,16.3,-5.8
200303,New Hampshire,28.4,-1.6
200304,New Hampshire,38.7,-3.7
200305,New Hampshire,52,-3.3
200306,New Hampshire,62.5,0.3
200307,New Hampshire,67.6,-1.3
200308,New Hampshire,67.9,1.5
200309,New Hampshire,58.6,-1.2
200310,New Hampshire,44.9,-3.3
200311,New Hampshire,37.4,2.2
200312,New Hampshire,24.2,-1.9
200401,New Hampshire,10.3,-9.9
200402,New Hampshire,20.7,-1.4
200403,New Hampshire,32.4,2.4
200404,New Hampshire,42.4,0
200405,New Hampshire,55.2,-0.1
200406,New Hampshire,60,-2.2
200407,New Hampshire,65.9,-3
200408,New Hampshire,65.7,-0.7
200409,New Hampshire,58.5,-1.3
200410,New Hampshire,46,-2.2
200411,New Hampshire,35.7,0.5
200412,New Hampshire,23,-3.1
200501,New Hampshire,16,-4.2
200502,New Hampshire,22.5,0.4
200503,New Hampshire,26.6,-3.4
200504,New Hampshire,44,1.6
200505,New Hampshire,48.6,-6.7
200506,New Hampshire,66,3.8
200507,New Hampshire,68.7,-0.2
200508,New Hampshire,67.4,1
200509,New Hampshire,60.9,1.1
200510,New Hampshire,48.4,0.2
200511,New Hampshire,36.6,1.4
200512,New Hampshire,22.7,-3.4
200601,New Hampshire,26.4,6.2
200602,New Hampshire,22.5,0.4
200603,New Hampshire,30.1,0.1
200604,New Hampshire,44.1,1.7
200605,New Hampshire,53.7,-1.6
200606,New Hampshire,63.8,1.6
200607,New Hampshire,70,1.1
200608,New Hampshire,63.8,-2.6
200609,New Hampshire,56.9,-2.9
200610,New Hampshire,45.6,-2.6
200611,New Hampshire,41,5.8
200612,New Hampshire,31.5,5.4
200701,New Hampshire,21.5,1.3
200702,New Hampshire,14.9,-7.2
200703,New Hampshire,28.1,-1.9
200704,New Hampshire,39.2,-3.2
200705,New Hampshire,54.3,-1
200706,New Hampshire,62.5,0.3
200707,New Hampshire,65.6,-3.3
200708,New Hampshire,65.6,-0.8
200709,New Hampshire,59,-0.8
200710,New Hampshire,51.4,3.2
200711,New Hampshire,33.5,-1.7
200712,New Hampshire,21.6,-4.5
200801,New Hampshire,22,1.8
200802,New Hampshire,22.2,0.1
200803,New Hampshire,27.3,-2.7
200804,New Hampshire,44,1.6
200805,New Hampshire,51.4,-3.9
200806,New Hampshire,63.9,1.7
200807,New Hampshire,68.3,-0.6
200808,New Hampshire,63.8,-2.6
200809,New Hampshire,58.4,-1.4
200810,New Hampshire,45,-3.2
200811,New Hampshire,35.5,0.3
200812,New Hampshire,24.4,-1.7
200901,New Hampshire,12.3,-7.9
200902,New Hampshire,21.7,-0.4
200903,New Hampshire,30.1,0.1
200904,New Hampshire,44.4,2
200905,New Hampshire,53.3,-2
200906,New Hampshire,60.2,-2
200907,New Hampshire,64,-4.9
200908,New Hampshire,67,0.6
200909,New Hampshire,56,-3.8
200910,New Hampshire,43.4,-4.8
200911,New Hampshire,40,4.8
200912,New Hampshire,23.2,-2.9
201001,New Hampshire,21.1,0.9
201002,New Hampshire,25.3,3.2
201003,New Hampshire,37,7
201004,New Hampshire,46.7,4.3
201005,New Hampshire,56.7,1.4
201006,New Hampshire,63,0.8
201007,New Hampshire,70.4,1.5
201008,New Hampshire,66,-0.4
201009,New Hampshire,60.1,0.3
201010,New Hampshire,46.3,-1.9
201011,New Hampshire,36.1,0.9
201012,New Hampshire,23.1,-3
201101,New Hampshire,16.8,-3.4
201102,New Hampshire,18.7,-3.4
201103,New Hampshire,29.3,-0.7
201104,New Hampshire,42.4,0
201105,New Hampshire,55.8,0.5
201106,New Hampshire,62.1,-0.1
201107,New Hampshire,69.1,0.2
201108,New Hampshire,66.2,-0.2
201109,New Hampshire,61,1.2
201110,New Hampshire,48.2,0
201111,New Hampshire,40.2,5
201112,New Hampshire,29.4,3.3
201201,New Hampshire,22.7,2.5
201202,New Hampshire,26.9,4.8
201203,New Hampshire,38.9,8.9
201204,New Hampshire,44.2,1.8
201205,New Hampshire,57,1.7
201206,New Hampshire,62.1,-0.1
201207,New Hampshire,68.9,0
201208,New Hampshire,68.2,1.8
201209,New Hampshire,57.5,-2.3
201210,New Hampshire,49.7,1.5
201211,New Hampshire,34.3,-0.9
201212,New Hampshire,28.7,2.6
201301,New Hampshire,20.2,0
201302,New Hampshire,23.1,1
201303,New Hampshire,30.8,0.8
201304,New Hampshire,42,-0.4
201305,New Hampshire,54.9,-0.4
201306,New Hampshire,63.2,1
201307,New Hampshire,70.6,1.7
201308,New Hampshire,64.8,-1.6
201309,New Hampshire,57.4,-2.4
201310,New Hampshire,48,-0.2
201311,New Hampshire,33.2,-2
201312,New Hampshire,22.2,-3.9
201401,New Hampshire,16.5,-3.7
201402,New Hampshire,18.1,-4
201403,New Hampshire,21.6,-8.4
201404,New Hampshire,41.6,-0.8
201405,New Hampshire,54,-1.3
201406,New Hampshire,62.8,0.6
201407,New Hampshire,67.9,-1
201408,New Hampshire,64,-2.4
201409,New Hampshire,57.8,-2
201410,New Hampshire,49.8,1.6
201411,New Hampshire,33.8,-1.4
201412,New Hampshire,28.7,2.6
201501,New Hampshire,14.6,-5.6
201502,New Hampshire,8.1,-14
201503,New Hampshire,23.8,-6.2
201504,New Hampshire,40.6,-1.8
201505,New Hampshire,58.9,3.6
201506,New Hampshire,60.2,-2
201507,New Hampshire,66.9,-2
201508,New Hampshire,67.6,1.2
201509,New Hampshire,62.7,2.9
201510,New Hampshire,45.2,-3
201511,New Hampshire,39.6,4.4
201512,New Hampshire,35.2,9.1
201601,New Hampshire,22.9,2.7
201602,New Hampshire,25.6,3.5
201603,New Hampshire,35.2,5.2
201604,New Hampshire,40.2,-2.2
201605,New Hampshire,54.8,-0.5
201606,New Hampshire,62.6,0.4
201607,New Hampshire,68.5,-0.4
201608,New Hampshire,68.2,1.8
201609,New Hampshire,60.5,0.7
201610,New Hampshire,48,-0.2
201611,New Hampshire,37.9,2.7
201612,New Hampshire,24.4,-1.7
201701,New Hampshire,25.7,5.5
201702,New Hampshire,26.7,4.6
201703,New Hampshire,25.3,-4.7
201704,New Hampshire,45.8,3.4
201705,New Hampshire,52.2,-3.1
201706,New Hampshire,62.6,0.4
201707,New Hampshire,66.5,-2.4
201708,New Hampshire,64.1,-2.3
201709,New Hampshire,62.2,2.4
201710,New Hampshire,53.9,5.7
201711,New Hampshire,34.6,-0.6
201712,New Hampshire,19.6,-6.5
201801,New Hampshire,18.3,-1.9
201802,New Hampshire,27,4.9
201803,New Hampshire,30.3,0.3
201804,New Hampshire,38,-4.4
201805,New Hampshire,57.3,2
201806,New Hampshire,61.4,-0.8
201807,New Hampshire,69.9,1
201808,New Hampshire,69.2,2.8
201809,New Hampshire,61.1,1.3
201810,New Hampshire,45,-3.2
201811,New Hampshire,31.2,-4
201812,New Hampshire,24.7,-1.4
201901,New Hampshire,18,-2.2
201902,New Hampshire,21,-1.1
201903,New Hampshire,27.4,-2.6
201904,New Hampshire,42.4,0
201905,New Hampshire,51.3,-4
201906,New Hampshire,61.6,-0.6
201907,New Hampshire,70,1.1
201908,New Hampshire,65.7,-0.7
201909,New Hampshire,57.5,-2.3
201910,New Hampshire,47.9,-0.3
201911,New Hampshire,31.5,-3.7
201912,New Hampshire,24.7,-1.4
202001,New Hampshire,25.1,4.9
200001,New Jersey,30,-1.6
200002,New Jersey,35.3,1.3
200003,New Jersey,45.6,4.5
200004,New Jersey,49.8,-2.7
200005,New Jersey,62,-1
200006,New Jersey,70.3,-0.7
200007,New Jersey,71,-5.9
200008,New Jersey,71,-2.9
200009,New Jersey,64.4,-4
200010,New Jersey,54.9,-2
200011,New Jersey,43,-1.5
200012,New Jersey,29,-8.8
200101,New Jersey,29.8,-1.8
200102,New Jersey,35,1
200103,New Jersey,38.2,-2.9
200104,New Jersey,51.4,-1.1
200105,New Jersey,61.6,-1.4
200106,New Jersey,71,0
200107,New Jersey,71.1,-5.8
200108,New Jersey,75.5,1.6
200109,New Jersey,64.8,-3.6
200110,New Jersey,55.4,-1.5
200111,New Jersey,48.8,4.3
200112,New Jersey,41.1,3.3
200201,New Jersey,36.9,5.3
200202,New Jersey,38.4,4.4
200203,New Jersey,42.9,1.8
200204,New Jersey,53.9,1.4
200205,New Jersey,59.2,-3.8
200206,New Jersey,70.1,-0.9
200207,New Jersey,76.1,-0.8
200208,New Jersey,75.8,1.9
200209,New Jersey,67.8,-0.6
200210,New Jersey,54.1,-2.8
200211,New Jersey,43.2,-1.3
200212,New Jersey,33.3,-4.5
200301,New Jersey,26.4,-5.2
200302,New Jersey,28.2,-5.8
200303,New Jersey,41.3,0.2
200304,New Jersey,48.5,-4
200305,New Jersey,56.9,-6.1
200306,New Jersey,67.4,-3.6
200307,New Jersey,74.5,-2.4
200308,New Jersey,75.1,1.2
200309,New Jersey,66.9,-1.5
200310,New Jersey,52.9,-4
200311,New Jersey,48.5,4
200312,New Jersey,35.5,-2.3
200401,New Jersey,24.6,-7
200402,New Jersey,33.1,-0.9
200403,New Jersey,42.8,1.7
200404,New Jersey,51.9,-0.6
200405,New Jersey,66,3
200406,New Jersey,69,-2
200407,New Jersey,73.2,-3.7
200408,New Jersey,72.4,-1.5
200409,New Jersey,67.6,-0.8
200410,New Jersey,53.6,-3.3
200411,New Jersey,46.4,1.9
200412,New Jersey,35.6,-2.2
200501,New Jersey,30.1,-1.5
200502,New Jersey,34.2,0.2
200503,New Jersey,37.1,-4
200504,New Jersey,52.5,0
200505,New Jersey,56.6,-6.4
200506,New Jersey,72.1,1.1
200507,New Jersey,76,-0.9
200508,New Jersey,76.4,2.5
200509,New Jersey,70.2,1.8
200510,New Jersey,56.3,-0.6
200511,New Jersey,47.4,2.9
200512,New Jersey,32.5,-5.3
200601,New Jersey,38.7,7.1
200602,New Jersey,34.2,0.2
200603,New Jersey,41.8,0.7
200604,New Jersey,53.4,0.9
200605,New Jersey,61.4,-1.6
200606,New Jersey,70.1,-0.9
200607,New Jersey,76.7,-0.2
200608,New Jersey,74.2,0.3
200609,New Jersey,64.3,-4.1
200610,New Jersey,53.6,-3.3
200611,New Jersey,49.6,5.1
200612,New Jersey,41.7,3.9
200701,New Jersey,36.7,5.1
200702,New Jersey,27.1,-6.9
200703,New Jersey,40.9,-0.2
200704,New Jersey,48.6,-3.9
200705,New Jersey,62.8,-0.2
200706,New Jersey,70.6,-0.4
200707,New Jersey,73.7,-3.2
200708,New Jersey,73.4,-0.5
200709,New Jersey,68,-0.4
200710,New Jersey,62.1,5.2
200711,New Jersey,43.5,-1
200712,New Jersey,35.6,-2.2
200801,New Jersey,34.3,2.7
200802,New Jersey,35.2,1.2
200803,New Jersey,41.7,0.6
200804,New Jersey,53,0.5
200805,New Jersey,57.9,-5.1
200806,New Jersey,73,2
200807,New Jersey,76,-0.9
200808,New Jersey,71.3,-2.6
200809,New Jersey,67.4,-1
200810,New Jersey,53.4,-3.5
200811,New Jersey,43.7,-0.8
200812,New Jersey,36.6,-1.2
200901,New Jersey,26.9,-4.7
200902,New Jersey,35.1,1.1
200903,New Jersey,40.8,-0.3
200904,New Jersey,52.5,0
200905,New Jersey,61.3,-1.7
200906,New Jersey,67.6,-3.4
200907,New Jersey,72,-4.9
200908,New Jersey,74.9,1
200909,New Jersey,64.7,-3.7
200910,New Jersey,53.4,-3.5
200911,New Jersey,49.2,4.7
200912,New Jersey,34.4,-3.4
201001,New Jersey,31.2,-0.4
201002,New Jersey,31.1,-2.9
201003,New Jersey,46.2,5.1
201004,New Jersey,55.5,3
201005,New Jersey,64,1
201006,New Jersey,73.9,2.9
201007,New Jersey,78.3,1.4
201008,New Jersey,74.9,1
201009,New Jersey,69.2,0.8
201010,New Jersey,56,-0.9
201011,New Jersey,45,0.5
201012,New Jersey,30.8,-7
201101,New Jersey,27.2,-4.4
201102,New Jersey,34.4,0.4
201103,New Jersey,41.2,0.1
201104,New Jersey,53.9,1.4
201105,New Jersey,63.7,0.7
201106,New Jersey,71.9,0.9
201107,New Jersey,78.4,1.5
201108,New Jersey,73.5,-0.4
201109,New Jersey,68.9,0.5
201110,New Jersey,55.8,-1.1
201111,New Jersey,48.9,4.4
201112,New Jersey,40.5,2.7
201201,New Jersey,35.6,4
201202,New Jersey,38.9,4.9
201203,New Jersey,49.8,8.7
201204,New Jersey,52.6,0.1
201205,New Jersey,65.1,2.1
201206,New Jersey,70,-1
201207,New Jersey,77.8,0.9
201208,New Jersey,74.7,0.8
201209,New Jersey,67,-1.4
201210,New Jersey,56.8,-0.1
201211,New Jersey,41.5,-3
201212,New Jersey,40.6,2.8
201301,New Jersey,33.9,2.3
201302,New Jersey,32.8,-1.2
201303,New Jersey,38.6,-2.5
201304,New Jersey,51.5,-1
201305,New Jersey,60.9,-2.1
201306,New Jersey,71.2,0.2
201307,New Jersey,77.8,0.9
201308,New Jersey,71.4,-2.5
201309,New Jersey,64.4,-4
201310,New Jersey,57.1,0.2
201311,New Jersey,42.9,-1.6
201312,New Jersey,36,-1.8
201401,New Jersey,26,-5.6
201402,New Jersey,29.5,-4.5
201403,New Jersey,35.4,-5.7
201404,New Jersey,50.3,-2.2
201405,New Jersey,62,-1
201406,New Jersey,70.6,-0.4
201407,New Jersey,74.1,-2.8
201408,New Jersey,70.8,-3.1
201409,New Jersey,66.9,-1.5
201410,New Jersey,57,0.1
201411,New Jersey,42,-2.5
201412,New Jersey,38.7,0.9
201501,New Jersey,27.9,-3.7
201502,New Jersey,22.3,-11.7
201503,New Jersey,35.9,-5.2
201504,New Jersey,51.5,-1
201505,New Jersey,66.1,3.1
201506,New Jersey,70.3,-0.7
201507,New Jersey,75.2,-1.7
201508,New Jersey,74.3,0.4
201509,New Jersey,70.7,2.3
201510,New Jersey,54.5,-2.4
201511,New Jersey,49.7,5.2
201512,New Jersey,48,10.2
201601,New Jersey,31.4,-0.2
201602,New Jersey,36,2
201603,New Jersey,47,5.9
201604,New Jersey,50.7,-1.8
201605,New Jersey,60.2,-2.8
201606,New Jersey,70.6,-0.4
201607,New Jersey,77.2,0.3
201608,New Jersey,76.9,3
201609,New Jersey,69.7,1.3
201610,New Jersey,56.7,-0.2
201611,New Jersey,46.7,2.2
201612,New Jersey,36.3,-1.5
201701,New Jersey,36.2,4.6
201702,New Jersey,40.4,6.4
201703,New Jersey,38.9,-2.2
201704,New Jersey,55.9,3.4
201705,New Jersey,60,-3
201706,New Jersey,70.4,-0.6
201707,New Jersey,75.5,-1.4
201708,New Jersey,71.6,-2.3
201709,New Jersey,68.2,-0.2
201710,New Jersey,60.4,3.5
201711,New Jersey,44.4,-0.1
201712,New Jersey,33.2,-4.6
201801,New Jersey,29.2,-2.4
201802,New Jersey,39.4,5.4
201803,New Jersey,38.3,-2.8
201804,New Jersey,48,-4.5
201805,New Jersey,65.2,2.2
201806,New Jersey,70.1,-0.9
201807,New Jersey,76.2,-0.7
201808,New Jersey,76.8,2.9
201809,New Jersey,70.2,1.8
201810,New Jersey,56.4,-0.5
201811,New Jersey,42.5,-2
201812,New Jersey,37.8,0
201901,New Jersey,31.6,0
201902,New Jersey,34.7,0.7
201903,New Jersey,39.4,-1.7
201904,New Jersey,54.8,2.3
201905,New Jersey,62.8,-0.2
201906,New Jersey,70.6,-0.4
201907,New Jersey,78,1.1
201908,New Jersey,74.5,0.6
201909,New Jersey,69,0.6
201910,New Jersey,58.2,1.3
201911,New Jersey,41.3,-3.2
201912,New Jersey,36.4,-1.4
202001,New Jersey,37.1,5.5
200001,New Mexico,38.9,3.3
200002,New Mexico,43.7,4.3
200003,New Mexico,45.7,-1.6
200004,New Mexico,55.5,1.8
200005,New Mexico,66,5.4
200006,New Mexico,70.7,-2.1
200007,New Mexico,74.6,-0.1
200008,New Mexico,73.2,0.4
200009,New Mexico,68,0.9
200010,New Mexico,53.9,-1.9
200011,New Mexico,37.1,-7.1
200012,New Mexico,35.2,-1.3
200101,New Mexico,31.8,-3.8
200102,New Mexico,39.3,-0.1
200103,New Mexico,44.4,-2.9
200104,New Mexico,54.2,0.5
200105,New Mexico,63.1,2.5
200106,New Mexico,71.5,-1.3
200107,New Mexico,75.2,0.5
200108,New Mexico,71.5,-1.3
200109,New Mexico,66.7,-0.4
200110,New Mexico,56.8,1
200111,New Mexico,45.7,1.5
200112,New Mexico,34.7,-1.8
200201,New Mexico,36,0.4
200202,New Mexico,37,-2.4
200203,New Mexico,43.6,-3.7
200204,New Mexico,57.3,3.6
200205,New Mexico,62.7,2.1
200206,New Mexico,73.8,1
200207,New Mexico,73.8,-0.9
200208,New Mexico,73.2,0.4
200209,New Mexico,65.4,-1.7
200210,New Mexico,52.8,-3
200211,New Mexico,42.5,-1.7
200212,New Mexico,34.5,-2
200301,New Mexico,40.2,4.6
200302,New Mexico,38.6,-0.8
200303,New Mexico,45.1,-2.2
200304,New Mexico,52.9,-0.8
200305,New Mexico,63.2,2.6
200306,New Mexico,69.2,-3.6
200307,New Mexico,76.8,2.1
200308,New Mexico,73.5,0.7
200309,New Mexico,66,-1.1
200310,New Mexico,58.9,3.1
200311,New Mexico,44.6,0.4
200312,New Mexico,36.8,0.3
200401,New Mexico,36.6,1
200402,New Mexico,35,-4.4
200403,New Mexico,49.7,2.4
200404,New Mexico,51.4,-2.3
200405,New Mexico,63.1,2.5
200406,New Mexico,69.9,-2.9
200407,New Mexico,72.3,-2.4
200408,New Mexico,69.3,-3.5
200409,New Mexico,63.9,-3.2
200410,New Mexico,54.2,-1.6
200411,New Mexico,41.4,-2.8
200412,New Mexico,35.7,-0.8
200501,New Mexico,39.9,4.3
200502,New Mexico,40.1,0.7
200503,New Mexico,43.1,-4.2
200504,New Mexico,51.7,-2
200505,New Mexico,61.6,1
200506,New Mexico,69.8,-3
200507,New Mexico,75,0.3
200508,New Mexico,70.8,-2
200509,New Mexico,67.3,0.2
200510,New Mexico,55.2,-0.6
200511,New Mexico,45.3,1.1
200512,New Mexico,36.8,0.3
200601,New Mexico,38.2,2.6
200602,New Mexico,40.1,0.7
200603,New Mexico,45.3,-2
200604,New Mexico,56.2,2.5
200605,New Mexico,65,4.4
200606,New Mexico,73,0.2
200607,New Mexico,74.6,-0.1
200608,New Mexico,70.2,-2.6
200609,New Mexico,60.9,-6.2
200610,New Mexico,53.6,-2.2
200611,New Mexico,45.3,1.1
200612,New Mexico,34.5,-2
200701,New Mexico,30.8,-4.8
200702,New Mexico,39.2,-0.2
200703,New Mexico,47.6,0.3
200704,New Mexico,51.6,-2.1
200705,New Mexico,60,-0.6
200706,New Mexico,69.8,-3
200707,New Mexico,73.3,-1.4
200708,New Mexico,73.7,0.9
200709,New Mexico,67,-0.1
200710,New Mexico,56.5,0.7
200711,New Mexico,46.1,1.9
200712,New Mexico,35,-1.5
200801,New Mexico,32.5,-3.1
200802,New Mexico,39.6,0.2
200803,New Mexico,44.9,-2.4
200804,New Mexico,51.6,-2.1
200805,New Mexico,60.2,-0.4
200806,New Mexico,71.9,-0.9
200807,New Mexico,72,-2.7
200808,New Mexico,71,-1.8
200809,New Mexico,63.7,-3.4
200810,New Mexico,54.9,-0.9
200811,New Mexico,44.6,0.4
200812,New Mexico,36.8,0.3
200901,New Mexico,37.8,2.2
200902,New Mexico,41.8,2.4
200903,New Mexico,47.2,-0.1
200904,New Mexico,51.7,-2
200905,New Mexico,63.6,3
200906,New Mexico,69,-3.8
200907,New Mexico,74.8,0.1
200908,New Mexico,72.2,-0.6
200909,New Mexico,63.9,-3.2
200910,New Mexico,52.5,-3.3
200911,New Mexico,45.2,1
200912,New Mexico,31.6,-4.9
201001,New Mexico,33.6,-2
201002,New Mexico,35.1,-4.3
201003,New Mexico,43.1,-4.2
201004,New Mexico,52.7,-1
201005,New Mexico,59.9,-0.7
201006,New Mexico,72.6,-0.2
201007,New Mexico,73.4,-1.3
201008,New Mexico,72.3,-0.5
201009,New Mexico,68.3,1.2
201010,New Mexico,56.7,0.9
201011,New Mexico,42,-2.2
201012,New Mexico,40.4,3.9
201101,New Mexico,33.8,-1.8
201102,New Mexico,35,-4.4
201103,New Mexico,49.2,1.9
201104,New Mexico,55.6,1.9
201105,New Mexico,59.6,-1
201106,New Mexico,73.1,0.3
201107,New Mexico,76.6,1.9
201108,New Mexico,76,3.2
201109,New Mexico,66.3,-0.8
201110,New Mexico,55.3,-0.5
201111,New Mexico,43.5,-0.7
201112,New Mexico,31.4,-5.1
201201,New Mexico,38.6,3
201202,New Mexico,38.2,-1.2
201203,New Mexico,47.8,0.5
201204,New Mexico,56.6,2.9
201205,New Mexico,63.4,2.8
201206,New Mexico,74.2,1.4
201207,New Mexico,74.4,-0.3
201208,New Mexico,73.9,1.1
201209,New Mexico,66.2,-0.9
201210,New Mexico,56.1,0.3
201211,New Mexico,46.6,2.4
201212,New Mexico,36,-0.5
201301,New Mexico,32,-3.6
201302,New Mexico,36.1,-3.3
201303,New Mexico,46.6,-0.7
201304,New Mexico,52.6,-1.1
201305,New Mexico,61.6,1
201306,New Mexico,74.1,1.3
201307,New Mexico,73,-1.7
201308,New Mexico,72.3,-0.5
201309,New Mexico,66,-1.1
201310,New Mexico,52.6,-3.2
201311,New Mexico,42.7,-1.5
201312,New Mexico,34.5,-2
